Directory scan of ../sources/		gid:1000	mode:16895	size:4096	uid:1000
            EXKHRUEF	gid:1000	mode:33279	size:100	uid:1000	content:cbcebncqmhydrtqupklatiiyiufzoletmixqvbghlglcbbzqnmthvbhfvmglzmeoucepfmxqskvunumcghjdiqifeorgcvuwzamf
            GNDDKERE	gid:1000	mode:33279	size:100	uid:1000	content:vaitprwtgtxttiedhamrfmvnaarkhkqckzxastvbpsuidbnmbadimbvodmbkzrojsnjljhmybiiglvsmvyukzsaeebpdvfpptaae
            GPCNEUNU	gid:1000	mode:33279	size:100	uid:1000	content:lcpvrazlhxsbfoncfvkqgvnnkscqmpnxtcsnetylrsmyibanwndfituunykzqzyjdswhlwscpgaxjdniqqnyljuyhezxgxhjpftb
            GTGZVATO	gid:1000	mode:33279	size:100	uid:1000	content:ifemghszdhhcdvivdolgziigdqhzrcnzitnqdirgpylvvvqzjdfilqqpgxqzadbkzqacytkorvjnqbmbermshcjqczreesofjqhj
            HGRORYHK	gid:1000	mode:33279	size:100	uid:1000	content:owrrjfbkcweqlcmzpdixrbcahvqytxkkudbfjepndvfoarnpuvoozqoinfjhetryxudizvvesasstgkpdadetungzwndrgeobjwc
            HOCJZKPK	gid:1000	mode:33279	size:100	uid:1000	content:fkzditpjnpnutexokoffpgjywnhxxzieljjtcacsqrmlwlbiagppmanlnximyssjbeegegywzmhxxifxpwodweqldbzbvumxyqfe
            JKJFYMJD	gid:1000	mode:33279	size:100	uid:1000	content:uvmwjstxlrnwzyjtkeayrtsafbhdnqhhnvgznzwaqmyrkikwolvfgpimqprfiymvvuukvtkofjfrtqphbmmhbwvrmnwunlrjhotd
            JSXAPIPG	gid:1000	mode:33279	size:100	uid:1000	content:lbhsvtmeyvwawoecguirkrbvlavblnhwoqqlmcqkzmmvasajmicwzftlgqotdvrsnidzmvlmizjkrjvdtybtfugllugoryiggois
            JTGTTQGM	gid:1000	mode:33279	size:100	uid:1000	content:bbqvbtqhoyububrnbathqbbzxkvqabedeuaiqqpeqlhkoaxrctysucsrmpjoqotukucamtgdhppxqppsiplerfwfuhvmvpgillix
            LLQGMIKA	gid:1000	mode:33279	size:100	uid:1000	content:lbfmnjopixcvdrlvqvfgrwlcidlulvxwwejknzzvydsbxdznzgtsdgxlkihvdeubiflxenuesngpshctpymsejfornmwtgxenlbt
            NMUNSTIX	gid:1000	mode:33279	size:100	uid:1000	content:affskkgpzmituubgyunhnjcayypqtxnucvmpfueggmbahdjhzyrmjvohuexpdljiixxnrbwxqxazclgbjxpsteapkxenkqvsnsif
            OYBWOSSX	gid:1000	mode:33279	size:100	uid:1000	content:phnfvhhleidnzzekefjghdtvcutqolpgtelqlsbragebillmqwuxcotekowbalhvrsldmnuovbpdmdpezmcbaxhmnfpnswikqwpc
            THWHIGUW	gid:1000	mode:33279	size:100	uid:1000	content:dlespvugeauuvqbtcosdddkwkgguoaqrnvmcqgjuidrevsxxjscmvoliurckttbionmeuvaearixmiwxaylxmwfipiskbwurjhxf
            WGEOFGPI	gid:1000	mode:33279	size:100	uid:1000	content:rxlcxbxsfzhpynejdadrunystcgzlxjevuhsvgkcfttdgyomyuduhdndfvestnxqjgihmujrndwvbnhbhmvqpktxizpdmmtysdfg
            XDHWKCDK	gid:1000	mode:33279	size:100	uid:1000	content:vwepnqqexweterisahgjlrzluijgkoqhluxylpcinidrallcurlilmtfwcmitcqezncmeewrmzkmmvpipcqapjfnotwhymlxbnlf
            XOXMTWHW	gid:1000	mode:33279	size:100	uid:1000	content:jrxqdvivhcspbjsqynqsqvzplybfulbfebxjwgefiyvlipdgdtavqzncaqjubkchnzrlfvrpumdedgmicmguotwojhknsmuhmltr
            YFDXRKVO	gid:1000	mode:33279	size:100	uid:1000	content:vcombcrzgiljjmmegadgqknqrqqkcnbzrplstfscnfnytaeaakitwxlqnbasqdriufaokuqzzdztffvipfdodoessgkimeqgjtuv
            ZXHYTMCI	gid:1000	mode:33279	size:100	uid:1000	content:ouqkyakvyxosqazwfdckycbxzjxuxzcntuxsvkpvjdnafpyluaxseysfjpaireykzvewhtrrzhteyrrsuqmypegawilnmjzngejq
done.
